"species","start_year","end_year","trend_type","region","trend","lci","uci","percent_change","p_ch_lci","p_ch_uci","prob_decline","prob_decline_GT30","prob_decline_GT50","prob_decline_GT70","mean_abundance","mean_observed","mean_n_surveys","centered_log_trend","centered_log_trend_lci","centered_log_trend_uci","region_type"
"American Avocet",1980,2019,"Long-term","-894960_-576954",1.07470981912305,-3.80959736624496,6.16164737497917,51.0954475082417,-78.0144028908164,929.765689596575,0.330625,0.214375,0.1284375,0.049375,129.109808279375,30.2053549624978,10,0.0083484199487011,-0.0355240605455816,0.0518435333417094,"hex_name"
"American Avocet",1980,2019,"Long-term","1055040_202469",-0.829430744231644,-5.86878646628085,4.27309701360279,-26.7427130753106,-90.5460634867541,411.350564798697,0.619375,0.48,0.35875,0.2025,0.0998769372345313,0.140769869158231,33.9130434782609,-0.0107023073558017,-0.065597632235689,0.0405233890063837,"hex_name"
"American Avocet",1980,2019,"Long-term","1355040_-1356377",0.408958908391869,-5.56521758461683,6.33536358920635,14.2856009214854,-89.2811700886603,997.567730802804,0.4525,0.34375,0.250625,0.141875,44.5619002413672,25.6774691358025,5.66666666666667,0.00156723882959544,-0.0581111470378762,0.0614995938333079,"hex_name"
"American Avocet",1980,2019,"Long-term","1655040_202469",-1.49459209309274,-5.14454420098495,2.1781946732801,-44.1101609712141,-87.2523447016661,131.723884976546,0.7878125,0.619375,0.4440625,0.2059375,3.83248875853125,1.20690641366666,30.3,-0.0172690554463003,-0.0575712959042297,0.0231804979584599,"hex_name"
"American Avocet",1980,2019,"Long-term","1805040_-57339",-9.64499346424559,-12.617579037218,-6.76029516704113,-98.0719446011107,-99.4805555196332,-93.4771882488765,1,1,1,1,0.913741067850781,1.87991264290606,16.1666666666667,-0.103588315846447,-0.143170252897158,-0.0636260229365782,"hex_name"
"American Avocet",1980,2019,"Long-term","5040_-1096569",0.741015373579245,-4.6797911251127,6.53078040661017,30.1093684872281,-84.5753712992104,1079.04188165369,0.4096875,0.29125,0.1871875,0.0903125,25.3299513769453,222.816558441558,5.18181818181818,0.00494761283657264,-0.0500567219086164,0.0619680115312479,"hex_name"
"American Avocet",1980,2019,"Long-term","905040_-57339",-1.49263414206349,-5.98794081028992,2.89044141454955,-43.9712109802313,-91.0017285463032,203.826874528388,0.7571875,0.605625,0.446875,0.23375,0.0200858960901687,0.0270833333333333,7.08333333333333,-0.017324263251083,-0.0631447392449238,0.0267846830338474,"hex_name"
"American Avocet",1980,2019,"Long-term","905040_462276",-1.57239052436522,-6.37777303581904,3.11471839054182,-46.4007848812915,-92.3479098511292,230.754486658388,0.7384375,0.61125,0.47125,0.26625,0.0126509329710781,0.0434159836579191,19.7666666666667,-0.0181819177375154,-0.0684704791169141,0.0287653583014714,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","-1194960_-576954",-6.74551002069258,-14.1994714489978,0.0283537265454643,-61.6675461101844,-88.2818382165702,0.397688441397118,0.9740625,0.88,0.6821875,0.3303125,9.33676442583333,6.99495488562474,11.5454545454545,-0.0618198119291212,-0.136892728971205,0.00543689158976153,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","-144960_-317147",-1.85661890360263,-8.89772844983948,4.44675280749207,-20.3301625012282,-72.8725556192401,83.8777565442568,0.7009375,0.398125,0.184375,0.03625,934.518249664583,429.498051948052,5.42857142857143,-0.0105279383752014,-0.0552133945192927,0.0192613180592064,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","-144960_-836762",1.43124030165046,-4.30929522887163,6.73778175160187,24.5493929200013,-46.0270014567952,149.146299656805,0.300625,0.0875,0.018125,0.0015625,5.06323592464583,5.68527319847354,21.7777777777778,0.022617653935658,-0.0263468313079892,0.0711837108133317,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","-294960_-57339",-0.811685413461923,-7.44444518795072,4.97955315576001,-8.63057631772915,-66.1440167263348,97.4540679760452,0.5859375,0.276875,0.110625,0.01625,1224.05380084167,NA,NA,0.000134919476720073,-0.0348070581583369,0.0261883257310132,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","-894960_-576954",-0.534786129790692,-7.88367593726478,6.10096279173192,-5.55154277161672,-68.3253089105051,129.123989312357,0.5459375,0.274375,0.118125,0.019375,168.05894368875,4,4,0.0027935844740509,-0.051610982909538,0.052074220044762,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","1055040_202469",0.634157326462714,-7.31481899223228,8.46064328604267,9.11577495943249,-65.4741600562457,211.752935853562,0.431875,0.20875,0.0825,0.0109375,0.0950188463420833,0.354545454545455,8.8,0.0143511844016664,-0.0576701777356927,0.0977046194830906,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","1355040_-1356377",1.16878707903685,-7.14506377981661,9.86365616023411,17.9199000175998,-64.5782545119755,273.213576525316,0.3934375,0.1909375,0.0771875,0.013125,61.2869761398958,72.3333333333333,3,0.0195375039212005,-0.0573460235597035,0.104477086591654,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","1655040_202469",1.25423606442006,-6.45666533180917,10.1344744100313,14.9382554317154,-60.7192409662115,286.301198880389,0.3971875,0.174375,0.059375,0.006875,3.384384356875,0.156011904761905,14.8,0.0204446979842123,-0.0491517902390823,0.113956827053913,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","1805040_-57339",-4.65496571838005,-11.3416380972238,3.27702995324231,-50.5990131986876,-81.4614466585368,57.0552147784074,0.889375,0.743125,0.5065625,0.156875,0.0831615908375,0.668018018018018,23,-0.0396192489831144,-0.109560237219878,0.0586980756684418,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","5040_-1096569",-1.70721506594789,-9.54965156423606,5.34308665799594,-19.7930475588616,-75.4674032751537,107.245235600355,0.6609375,0.3875,0.201875,0.0471875,33.0209648666875,38.5,2,-0.009177212285374,-0.0813270754908839,0.0501053274484785,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","905040_-57339",-1.27353382681337,-7.50893379910094,4.36536742813352,-14.9014656724068,-66.472820100901,81.8821617863261,0.660625,0.313125,0.1234375,0.0178125,0.0148978851208792,0.0125,7.7,-0.0044786478101785,-0.0582826770956433,0.0515484608293915,"hex_name"
"American Avocet",2005,2019,"Recent-three-generation","905040_462276",-0.431969964932915,-7.68020427243185,6.64396523851016,-5.25830592978986,-67.3316110334772,146.098002822353,0.550625,0.2696875,0.11125,0.0171875,0.0107231734873125,0.0285714285714286,17.5714285714286,0.00380590440266989,-0.0609136844415606,0.0804933529188052,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","-1194960_-576954",-8.52961204679525,-14.8088497487693,-2.25193794819007,-71.5480987714928,-89.3947006755449,-27.3033861750392,0.9959375,0.9690625,0.8778125,0.5415625,40.91064776625,4.30916264186941,14.3571428571429,-0.101686613523678,-0.173424262288659,-0.0339674535881383,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","-144960_-317147",0.593777763553894,-4.66599256644476,5.82877411542159,8.08287607090343,-48.7764139669986,121.030759778375,0.4253125,0.1284375,0.02125,0.000625,1093.956261375,276.094444444444,9.54545454545454,-0.00637176204408099,-0.0440247345191018,0.028152146765423,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","-144960_-836762",7.27479415522241,3.06004308264457,11.6181131179678,165.996266295737,52.4981180148264,365.892252268074,0.0009375,0,0,0,2.7637261395625,3.60658920027341,25.6,0.0581046916852737,0.00677628006336553,0.109505295227192,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","-294960_-57339",1.89418534583384,-3.86359514050071,7.94020543598199,29.4898055782573,-42.3989460015563,191.450884257638,0.255,0.0721875,0.0109375,0.0003125,1029.75217110417,387.755555555556,10.5,0.00641777916172053,-0.0276445971086016,0.0434534334282498,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","-894960_-576954",2.89600297151722,-4.50542937382196,11.330835855026,46.0817755516932,-47.5553072907707,349.382949443125,0.23625,0.0784375,0.02125,0.00125,122.276658239583,20.3467236467236,9.33333333333333,0.0158807684662913,-0.0554709185331638,0.0923974542036677,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","1055040_202469",-0.536007100921763,-8.39139719209623,7.68911520540085,-7.55824858810036,-70.6837965309993,182.101521417117,0.554375,0.31125,0.1484375,0.0278125,0.088988010725,0.0976653145274694,48.0666666666667,-0.0181238233452683,-0.108836758398436,0.0664470465756589,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","1355040_-1356377",1.76732870744471,-7.72666525758752,11.7100897184394,26.9242692524526,-67.5610313408841,371.296307145521,0.37625,0.20125,0.0928125,0.01875,36.1173590066667,27.1742424242424,3.18181818181818,0.00438631004999635,-0.0976961548418686,0.107254193782517,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","1655040_202469",-1.53348110770512,-6.81362687266183,4.06879988934377,-19.5322786387851,-62.7665114419942,74.778356247986,0.714375,0.3640625,0.1228125,0.0059375,3.3774381360625,1.06260301612284,20.9333333333333,-0.0277713197488199,-0.0921363438337654,0.0358245912470908,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","1805040_-57339",-14.8365780604948,-19.5242999391437,-9.87856709508291,-89.6072452379771,-95.2213337338392,-76.6872627687128,1,1,0.99875,0.9934375,0.538488759802083,0.491666666666667,10.4,-0.172937707673451,-0.240738160634805,-0.105835739563735,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","5040_-1096569",2.45805037645936,-6.4155527055544,11.9520870983373,36.5329640943955,-60.4768494231992,385.792409639664,0.309375,0.1334375,0.0509375,0.0075,24.622075410625,613.771825396825,9.33333333333333,0.0113241369448858,-0.0819555438221196,0.106865105383748,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","905040_-57339",-1.46947424655487,-8.50776286404977,5.43718146650737,-18.5511670754962,-71.2008524242243,109.851983731353,0.6725,0.3709375,0.166875,0.0284375,0.0201180219699479,NA,NA,-0.0273635573827456,-0.104153414431206,0.0468600232419152,"hex_name"
"American Avocet",1991,2005,"Previous-three-generation","905040_462276",-1.65884623742301,-8.95583703330555,5.9964563852184,-21.6479274058992,-73.1137947171653,125.984609185756,0.6759375,0.4109375,0.1928125,0.0371875,0.0118482661622083,0.0273020527859238,22.6,-0.0293850313463741,-0.114072760379888,0.0495730257791881,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","-144960_-317147",5.47893601357362,-8.63214353729777,21.4018151698021,118.285846871679,-74.1832512994872,1733.90869625671,0.235666666666667,0.146833333333333,0.0885,0.0338333333333333,2.45939569728333,6.72026515151515,6.25,0.0995502263667121,-0.0420423150037925,0.242267100065556,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","-144960_-836762",5.2081408237858,-3.74387194208218,14.6750510722644,107.934725968046,-43.5809234796736,679.89140557214,0.128166666666667,0.049,0.0165,0.0015,0.3314889996375,0.245232178687187,21.7,0.0985456180085104,0.0121636600454138,0.186023304190698,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","-1944960_1241699",5.86935490349153,-0.749533705385852,12.7264057286272,134.660035085949,-10.6718501434801,503.093846158547,0.0396666666666667,0.00833333333333333,0.00133333333333333,0,0.599557796622917,0.861616161616162,7.61538461538461,0.105282143098138,0.0325088195567325,0.171771222975077,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","-294960_-57339",3.1404673454364,-9.53413429385441,17.8511787650919,53.1750246829648,-77.7530153956144,1074.92181590799,0.340666666666667,0.222833333333333,0.136666666666667,0.0493333333333333,1.62248454178646,1.8,5,0.0774143697237351,-0.0522670683466483,0.211647101064802,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1055040_202469",3.61628388405535,-6.18530042288155,13.9789924758718,67.5384140600914,-61.6236598179152,611.823608405626,0.240166666666667,0.116833333333333,0.0505,0.0125,1.31442155854167,2.63809523809524,10.6,0.0830664324595065,-0.0179034139986443,0.179882308113321,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1205040_-1096569",3.00947544267757,-6.20038590130087,12.5670453748191,55.1553078634592,-61.716133448616,490.430802126923,0.269,0.135666666666667,0.061,0.0115,64.2341736814583,26.2583754208754,8.11111111111111,0.0772973019507376,-0.0107774616452549,0.157657320363367,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1205040_462276",-3.30214558259066,-7.60909379872717,0.962259833821979,-40.0093423330848,-69.4902663525466,15.4478905665242,0.9325,0.663666666666667,0.296333333333333,0.0223333333333333,0.403865003697917,0.701330706256685,61.6,0.0149301518671519,-0.0414861527795532,0.0656754062307951,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1355040_-1356377",0.246703751165766,-13.9934144789036,15.8086550478901,-0.858578377013131,-89.5773996322456,803.889351490535,0.502166666666667,0.383833333333333,0.278833333333333,0.142333333333333,33.8395692498437,10.6666666666667,3.5,0.0483279889611335,-0.0934651674997048,0.17701725975342,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1355040_-836762",-4.64465350834109,-15.7291868488622,6.83254506662637,-52.5130719073198,-92.3235968684052,169.496806852308,0.790166666666667,0.664833333333333,0.522833333333333,0.3045,39.1278109253646,3.20066137566138,8.125,-0.0006012427634159,-0.113530058142435,0.106334602795855,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1355040_722084",-12.8762942130307,-15.5509610741763,-10.2736745796358,-87.3124312534458,-92.0764341493022,-80.3302773536791,1,1,1,1,0.712879385989583,2.0806013017074,89.0666666666667,-0.0891913948545195,-0.135667913752673,-0.0515802106230815,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1505040_-576954",-1.73206129243409,-9.22078015268509,6.37232426036578,-24.2526434590822,-76.568683424864,152.597906889355,0.672166666666667,0.445833333333333,0.253666666666667,0.06,3.42948440503125,1.22066822066822,7.6,0.0304749276505066,-0.0474614609515008,0.109810316446201,"hex_name"
"Black-bellied Plover",2004,2019,"15-year","1505040_462276",-6.08286676105753,-15.2792492994058,3.79813370885203,-61.4695853545233,-91.6852921569899,74.9215366552613,0.8955,0.785833333333333,0.6355,0.374333333333333,0.118745348269062,0.27034632034632,31.4285714285714,-0.0153055003971356,-0.118820875880982,0.0898986847018614,"hex_name"
