"species","smooth_or_full_indices","year","predicted_mean_abundance","lower_95percent_CL","upper_95percent_CL"
"Baird's Sandpiper","Full",2010,0.110357,0.06189119,0.239953025
"Baird's Sandpiper","Full",2011,0.08496155,0.048929865,0.1738798
"Baird's Sandpiper","Full",2012,0.09605065,0.051587285,0.2033744
"Baird's Sandpiper","Full",2013,0.0642484,0.0347259525,0.1377124
"Baird's Sandpiper","Full",2014,0.149328,0.0875984025,0.306105625
"Baird's Sandpiper","Full",2015,0.03124325,0.015124125,0.0711864425
"Baird's Sandpiper","Full",2016,0.1251805,0.06984998,0.270324875
"Baird's Sandpiper","Full",2017,0.125114,0.0668628,0.27250685
"Baird's Sandpiper","Full",2018,0.134654,0.0722855775,0.2938923
"Baird's Sandpiper","Full",2019,0.06824045,0.03426419,0.147985075
"Baird's Sandpiper","Smooth",1980,0.1114015,0.0687497825,0.233761875
"Baird's Sandpiper","Smooth",1981,0.1107945,0.0688892525,0.229964475
"Baird's Sandpiper","Smooth",1982,0.110239,0.0691897475,0.2254963
"Baird's Sandpiper","Smooth",1983,0.109899,0.0691276425,0.2239472
"Baird's Sandpiper","Smooth",1984,0.1092945,0.06902017,0.2227551
"Baird's Sandpiper","Smooth",1985,0.1086015,0.06905219,0.223355225
"Baird's Sandpiper","Smooth",1986,0.1080505,0.06894793,0.22188635
"Baird's Sandpiper","Smooth",1987,0.1074295,0.0680280225,0.219532325
"Baird's Sandpiper","Smooth",1988,0.106758,0.0674987425,0.216989775
"Baird's Sandpiper","Smooth",1989,0.1066135,0.067293665,0.215632375
"Baird's Sandpiper","Smooth",1990,0.1062785,0.067086685,0.2129523
"Baird's Sandpiper","Smooth",1991,0.106167,0.0671153,0.212064375
"Baird's Sandpiper","Smooth",1992,0.1058655,0.0669092725,0.21049175
"Baird's Sandpiper","Smooth",1993,0.1057295,0.06692388,0.211284575
"Baird's Sandpiper","Smooth",1994,0.105804,0.0667843525,0.21085575
"Baird's Sandpiper","Smooth",1995,0.105507,0.066744975,0.211374525
"Baird's Sandpiper","Smooth",1996,0.1054595,0.0668533225,0.212035925
"Baird's Sandpiper","Smooth",1997,0.1052035,0.06689614,0.21273305
"Baird's Sandpiper","Smooth",1998,0.1054805,0.06661315,0.2122872
"Baird's Sandpiper","Smooth",1999,0.1054665,0.066586495,0.21183265
"Baird's Sandpiper","Smooth",2000,0.1054615,0.0663979525,0.2114601
"Baird's Sandpiper","Smooth",2001,0.105522,0.06634498,0.210327375
"Baird's Sandpiper","Smooth",2002,0.1052315,0.06631823,0.208820075
"Baird's Sandpiper","Smooth",2003,0.1050215,0.0665889975,0.208403225
"Baird's Sandpiper","Smooth",2004,0.1048945,0.06619325,0.20751315
"Baird's Sandpiper","Smooth",2005,0.1045555,0.06634268,0.2075392
"Baird's Sandpiper","Smooth",2006,0.1039905,0.0658146675,0.209229975
"Baird's Sandpiper","Smooth",2007,0.103732,0.06516457,0.207893425
"Baird's Sandpiper","Smooth",2008,0.10323,0.0647735875,0.20792115
"Baird's Sandpiper","Smooth",2009,0.1029915,0.064239745,0.20802995
"Baird's Sandpiper","Smooth",2010,0.102578,0.0634041125,0.20759
"Baird's Sandpiper","Smooth",2011,0.1020925,0.063368345,0.208390875
"Baird's Sandpiper","Smooth",2012,0.1017995,0.0631571225,0.20857345
"Baird's Sandpiper","Smooth",2013,0.101686,0.062870315,0.207011075
"Baird's Sandpiper","Smooth",2014,0.1015205,0.0623306275,0.20540565
"Baird's Sandpiper","Smooth",2015,0.1016215,0.0622801225,0.2074345
"Baird's Sandpiper","Smooth",2016,0.101936,0.0613886875,0.2085636
"Baird's Sandpiper","Smooth",2017,0.1022615,0.06094572,0.210347925
"Baird's Sandpiper","Smooth",2018,0.1026635,0.0604987825,0.2101828
"Baird's Sandpiper","Smooth",2019,0.1029055,0.0603894975,0.211726425
"Least Sandpiper","Full",1980,3.37915,2.1011635,5.3679125
"Least Sandpiper","Full",1981,3.58239,2.249611,5.593501
"Least Sandpiper","Full",1982,6.419695,4.090903,9.8824505
"Least Sandpiper","Full",1983,4.682095,2.97307075,7.25832775
"Least Sandpiper","Full",1984,4.83067,3.1793385,7.887219
"Least Sandpiper","Full",1985,5.96254,3.899314,9.45826
"Least Sandpiper","Full",1986,3.006875,1.9585,4.7190735
"Least Sandpiper","Full",1987,3.270265,2.13569175,5.300277
"Least Sandpiper","Full",1988,3.58426,2.256352,5.63030175
"Least Sandpiper","Full",1989,3.66038,2.4211325,5.658336
"Least Sandpiper","Full",1990,3.88233,2.47903325,6.17803275
"Least Sandpiper","Full",1991,3.4788,2.2691645,5.43394975
"Least Sandpiper","Full",1992,4.742605,3.091865,7.65672475
"Least Sandpiper","Full",1993,3.828705,2.5149275,5.97277425
"Least Sandpiper","Full",1994,4.279365,2.767839,6.8483745
"Least Sandpiper","Full",1995,3.936825,2.515454,6.196031
"Least Sandpiper","Full",1996,3.619025,2.4057875,5.805599
"Least Sandpiper","Full",1997,4.394495,2.88082175,7.0049575
"Least Sandpiper","Full",1998,6.72972,4.4226625,10.398085
"Least Sandpiper","Full",1999,8.31388,5.469179,12.999005
"Least Sandpiper","Full",2000,4.92559,3.208058,7.75442875
"Least Sandpiper","Full",2001,7.43322,4.878836,11.4462
"Least Sandpiper","Full",2002,6.652755,4.382879,10.36003
"Least Sandpiper","Full",2003,10.14145,6.6416325,16.2288
"Least Sandpiper","Full",2004,7.281275,4.62718675,11.5847675
"Least Sandpiper","Full",2005,6.589145,4.32418375,10.377415
"Least Sandpiper","Full",2006,5.19538,3.40046425,8.41721425
"Least Sandpiper","Full",2007,8.375395,5.66487025,13.34273
"Least Sandpiper","Full",2008,6.573235,4.3883725,10.5851325
"Least Sandpiper","Full",2009,4.96448,3.271719,8.00846075
"Least Sandpiper","Full",2010,6.002225,3.89732825,9.7055145
"Least Sandpiper","Full",2011,4.5275,2.90739425,7.42545775
"Least Sandpiper","Full",2012,4.29614,2.75075325,6.9390125
"Least Sandpiper","Full",2013,5.973435,3.81552975,9.793435
"Least Sandpiper","Full",2014,2.74124,1.76539825,4.70080175
"Least Sandpiper","Full",2015,4.9833,3.14574525,8.52765475
"Least Sandpiper","Full",2016,5.330085,3.281636,9.00362225
"Least Sandpiper","Full",2017,3.369495,2.01547825,5.9339435
"Least Sandpiper","Full",2018,3.752515,2.180961,6.837888
"Least Sandpiper","Full",2019,4.113715,2.4714305,7.51274775
"Least Sandpiper","Smooth",1980,4.15774,2.5210365,6.967382
"Least Sandpiper","Smooth",1981,4.21841,2.6077735,6.880439
"Least Sandpiper","Smooth",1982,4.269465,2.66482775,6.87319075
"Least Sandpiper","Smooth",1983,4.31185,2.726082,6.8229375
"Least Sandpiper","Smooth",1984,4.310465,2.745164,6.72378725
"Least Sandpiper","Smooth",1985,4.263305,2.75593975,6.69714425
"Least Sandpiper","Smooth",1986,4.21055,2.75236525,6.5827475
"Least Sandpiper","Smooth",1987,4.150155,2.7139265,6.504174
"Least Sandpiper","Smooth",1988,4.1079,2.6929555,6.50964475
"Least Sandpiper","Smooth",1989,4.10643,2.6825485,6.516311
"Least Sandpiper","Smooth",1990,4.131915,2.7083485,6.5790455
"Least Sandpiper","Smooth",1991,4.2052,2.7431555,6.66024675
"Least Sandpiper","Smooth",1992,4.303635,2.794332,6.77653775
"Least Sandpiper","Smooth",1993,4.43955,2.88149625,6.956221
"Least Sandpiper","Smooth",1994,4.59089,2.9902065,7.17645325
"Least Sandpiper","Smooth",1995,4.79685,3.1337415,7.4344615
"Least Sandpiper","Smooth",1996,5.04337,3.26272975,7.77573075
"Least Sandpiper","Smooth",1997,5.328225,3.4752265,8.23661475
"Least Sandpiper","Smooth",1998,5.663035,3.6624195,8.68192075
"Least Sandpiper","Smooth",1999,5.990125,3.8382965,9.173496
"Least Sandpiper","Smooth",2000,6.291435,4.02502825,9.695293
"Least Sandpiper","Smooth",2001,6.58767,4.19832625,10.170365
"Least Sandpiper","Smooth",2002,6.77479,4.29785225,10.5149575
"Least Sandpiper","Smooth",2003,6.877835,4.33824525,10.62775
"Least Sandpiper","Smooth",2004,6.883645,4.34983075,10.601025
"Least Sandpiper","Smooth",2005,6.79431,4.31829525,10.505225
"Least Sandpiper","Smooth",2006,6.639595,4.283777,10.3454675
"Least Sandpiper","Smooth",2007,6.425255,4.204111,10.0926475
"Least Sandpiper","Smooth",2008,6.174425,4.10475775,9.709019
"Least Sandpiper","Smooth",2009,5.89061,3.96033575,9.28593
"Least Sandpiper","Smooth",2010,5.598935,3.78804825,8.9613905
"Least Sandpiper","Smooth",2011,5.35322,3.6024175,8.7096225
"Least Sandpiper","Smooth",2012,5.09719,3.3929335,8.40763975
"Least Sandpiper","Smooth",2013,4.874275,3.1930705,8.1233875
"Least Sandpiper","Smooth",2014,4.68688,3.02002425,7.909084
"Least Sandpiper","Smooth",2015,4.53027,2.841674,7.6770585
"Least Sandpiper","Smooth",2016,4.38996,2.68690375,7.56739025
"Least Sandpiper","Smooth",2017,4.28224,2.57513,7.4855445
"Least Sandpiper","Smooth",2018,4.184925,2.437137,7.366403
"Least Sandpiper","Smooth",2019,4.09215,2.29519525,7.331632
"White-rumped Sandpiper","Full",1980,2.19771,1.12305675,4.74952675
"White-rumped Sandpiper","Full",1981,5.792175,3.052592,12.2191375
"White-rumped Sandpiper","Full",1982,3.33063,1.75782125,7.098478
"White-rumped Sandpiper","Full",1983,5.11382,2.69311225,11.322255
"White-rumped Sandpiper","Full",1984,13.40605,7.63794625,28.892035
"White-rumped Sandpiper","Full",1985,3.32462,1.86328325,6.8861095
"White-rumped Sandpiper","Full",1986,5.310615,3.025871,11.32048
"White-rumped Sandpiper","Full",1987,4.413535,2.48770875,9.79869375
"White-rumped Sandpiper","Full",1988,5.319555,2.9368535,10.383565
"White-rumped Sandpiper","Full",1989,6.79809,3.68248825,13.9093125
"White-rumped Sandpiper","Full",1990,8.62733,4.7505215,18.678765
"White-rumped Sandpiper","Full",1991,3.59782,1.881676,7.5524495
"White-rumped Sandpiper","Full",1992,4.410305,2.37627825,9.32465475000001
"White-rumped Sandpiper","Full",1993,6.99888,3.82124225,14.2515225
"White-rumped Sandpiper","Full",1994,7.867045,4.369462,17.8116125
"White-rumped Sandpiper","Full",1995,5.87615,3.22412675,12.442995
"White-rumped Sandpiper","Full",1996,6.962225,3.9214275,15.42959
"White-rumped Sandpiper","Full",1997,17.79205,9.809428,36.9072425
"White-rumped Sandpiper","Full",1998,3.113795,1.76513625,6.28344875
"White-rumped Sandpiper","Full",1999,2.959305,1.580807,6.31592275
"White-rumped Sandpiper","Full",2000,8.2738,4.56267575,17.00271
"White-rumped Sandpiper","Full",2001,16.0311,9.00003,32.98953
"White-rumped Sandpiper","Full",2002,6.40707,3.60866825,13.6568925
"White-rumped Sandpiper","Full",2003,7.79907,4.24991325,16.7674175
"White-rumped Sandpiper","Full",2004,6.34247,3.713569,12.165595
"White-rumped Sandpiper","Full",2005,5.817055,3.41734775,12.0593225
"White-rumped Sandpiper","Full",2006,4.06366,2.2526405,8.40947625
"White-rumped Sandpiper","Full",2007,3.19807,1.73987775,6.64318325
"White-rumped Sandpiper","Full",2008,5.971785,3.3267245,12.3711375
"White-rumped Sandpiper","Full",2009,5.28609,2.9922465,10.807225
"White-rumped Sandpiper","Full",2010,5.270375,3.00497325,11.0457025
"White-rumped Sandpiper","Full",2011,8.336125,4.7018895,17.511635
"White-rumped Sandpiper","Full",2012,5.184475,2.793059,11.4281075
"White-rumped Sandpiper","Full",2013,6.4313,3.648511,12.6438275
"White-rumped Sandpiper","Full",2014,3.11426,1.71308825,6.410054
"White-rumped Sandpiper","Full",2015,3.54643,1.957374,7.45065
"White-rumped Sandpiper","Full",2016,2.48191,1.3410545,5.06690675
"White-rumped Sandpiper","Full",2017,2.732055,1.5006805,5.723458
"White-rumped Sandpiper","Full",2018,3.79997,2.0552475,8.10070575
"White-rumped Sandpiper","Full",2019,1.63021,0.826773325,3.640271
"White-rumped Sandpiper","Smooth",1980,4.53947,2.3291865,10.2491125
"White-rumped Sandpiper","Smooth",1981,4.757205,2.53949375,10.5278575
"White-rumped Sandpiper","Smooth",1982,4.98264,2.7365585,10.8479275
"White-rumped Sandpiper","Smooth",1983,5.222725,2.952167,11.4346175
"White-rumped Sandpiper","Smooth",1984,5.45181,3.1189175,11.813815
"White-rumped Sandpiper","Smooth",1985,5.677115,3.276213,12.127745
"White-rumped Sandpiper","Smooth",1986,5.85912,3.40416925,12.4876575
"White-rumped Sandpiper","Smooth",1987,6.063095,3.49794975,12.816875
"White-rumped Sandpiper","Smooth",1988,6.22713,3.5904885,13.107765
"White-rumped Sandpiper","Smooth",1989,6.398455,3.67984425,13.329985
"White-rumped Sandpiper","Smooth",1990,6.55901,3.76458375,13.722555
"White-rumped Sandpiper","Smooth",1991,6.72632,3.8410685,14.064095
"White-rumped Sandpiper","Smooth",1992,6.833735,3.90070975,14.24355
"White-rumped Sandpiper","Smooth",1993,6.960835,3.92887375,14.4428575
"White-rumped Sandpiper","Smooth",1994,7.05472,4.0062745,14.5995475
"White-rumped Sandpiper","Smooth",1995,7.12986,4.009469,14.7889975
"White-rumped Sandpiper","Smooth",1996,7.168425,4.01244175,14.958045
"White-rumped Sandpiper","Smooth",1997,7.183195,4.022155,14.7980175
"White-rumped Sandpiper","Smooth",1998,7.19069,4.02532625,14.7558225
"White-rumped Sandpiper","Smooth",1999,7.14818,4.00381675,14.618525
"White-rumped Sandpiper","Smooth",2000,7.085065,3.95882075,14.406485
"White-rumped Sandpiper","Smooth",2001,7.00463,3.909089,14.209075
"White-rumped Sandpiper","Smooth",2002,6.897075,3.8571985,13.97172
"White-rumped Sandpiper","Smooth",2003,6.750165,3.76847975,13.6577675
"White-rumped Sandpiper","Smooth",2004,6.57358,3.7009075,13.16748
"White-rumped Sandpiper","Smooth",2005,6.36618,3.62517975,12.7699075
"White-rumped Sandpiper","Smooth",2006,6.152785,3.540249,12.29505
"White-rumped Sandpiper","Smooth",2007,5.94934,3.44537125,11.97999
"White-rumped Sandpiper","Smooth",2008,5.74538,3.35937175,11.6982325
"White-rumped Sandpiper","Smooth",2009,5.55215,3.2593465,11.1578125
"White-rumped Sandpiper","Smooth",2010,5.32903,3.1313385,10.877625
"White-rumped Sandpiper","Smooth",2011,5.090985,3.00487475,10.4839875
"White-rumped Sandpiper","Smooth",2012,4.849065,2.84192325,10.0590475
"White-rumped Sandpiper","Smooth",2013,4.60559,2.6847635,9.5457235
"White-rumped Sandpiper","Smooth",2014,4.36769,2.525397,9.02989125
"White-rumped Sandpiper","Smooth",2015,4.140995,2.3519455,8.70963125
"White-rumped Sandpiper","Smooth",2016,3.92322,2.18314575,8.3726695
"White-rumped Sandpiper","Smooth",2017,3.71174,2.0159225,8.093958
"White-rumped Sandpiper","Smooth",2018,3.510475,1.8535075,7.85857225
"White-rumped Sandpiper","Smooth",2019,3.31635,1.669454,7.78215175
"Buff-breasted Sandpiper","Full",1980,0.01630235,0.00674192025,0.0435615475
"Buff-breasted Sandpiper","Full",1981,0.0047307,0.0018542485,0.012742595
"Buff-breasted Sandpiper","Full",1982,0.004887395,0.00190133925,0.01403835
"Buff-breasted Sandpiper","Full",1983,0.00629117,0.00246294425,0.01676173
"Buff-breasted Sandpiper","Full",1984,0.01681075,0.007168366,0.0417529725
"Buff-breasted Sandpiper","Full",1985,0.002437245,0.000997001875,0.0063342185
"Buff-breasted Sandpiper","Full",1986,0.00298048,0.0012017005,0.008328477
"Buff-breasted Sandpiper","Full",1987,0.001469875,0.00052929785,0.00406809525
"Buff-breasted Sandpiper","Full",1988,0.00831674,0.003365623,0.0227503125
"Buff-breasted Sandpiper","Full",1989,0.005731905,0.0024726235,0.0147017475
"Buff-breasted Sandpiper","Full",1990,0.005645835,0.00233838575,0.015107845
"Buff-breasted Sandpiper","Full",1991,0.00635502,0.00264945075,0.01757144
"Buff-breasted Sandpiper","Full",1992,0.003037475,0.00120985175,0.00829286775
"Buff-breasted Sandpiper","Full",1993,0.00872423,0.0036511955,0.022444395
"Buff-breasted Sandpiper","Full",1994,0.01051805,0.0044004595,0.026615605
"Buff-breasted Sandpiper","Full",1995,0.01405535,0.005926908,0.0368000475
"Buff-breasted Sandpiper","Full",1996,0.0123789,0.00510097325,0.0323718775
"Buff-breasted Sandpiper","Full",1997,0.004111975,0.001778773,0.0107211425
"Buff-breasted Sandpiper","Full",1998,0.005883275,0.00240223475,0.01517879
"Buff-breasted Sandpiper","Full",1999,0.01194905,0.00514537725,0.03040347
"Buff-breasted Sandpiper","Full",2000,0.01014495,0.00439497675,0.0255819925
"Buff-breasted Sandpiper","Full",2001,0.01138745,0.00501612775,0.028049315
"Buff-breasted Sandpiper","Full",2002,0.002801325,0.0010064175,0.00822191975
"Buff-breasted Sandpiper","Full",2003,0.00541718,0.002097985,0.0151814125
"Buff-breasted Sandpiper","Full",2004,0.00385161,0.00149849725,0.0105441075
"Buff-breasted Sandpiper","Full",2005,0.0140313,0.00587599525,0.0392009475
"Buff-breasted Sandpiper","Full",2006,0.00571258,0.00206337525,0.01829304
"Buff-breasted Sandpiper","Full",2007,0.00722807,0.00283862275,0.0197195875
"Buff-breasted Sandpiper","Full",2008,0.00210472,0.00069676725,0.00657221350000001
"Buff-breasted Sandpiper","Full",2009,0.00273449,0.000791579,0.00920872925
"Buff-breasted Sandpiper","Full",2010,0.004419405,0.00145393775,0.0130039225
"Buff-breasted Sandpiper","Full",2011,0.007158365,0.00262943325,0.0199491475
"Buff-breasted Sandpiper","Full",2012,0.00300917,0.000872436075000001,0.01014056
"Buff-breasted Sandpiper","Full",2013,0.00201129,0.00058915155,0.00657013025
"Buff-breasted Sandpiper","Full",2014,0.001360435,0.0003612125,0.00509092775
"Buff-breasted Sandpiper","Full",2015,0.00288007,0.00089277075,0.00967220700000001
"Buff-breasted Sandpiper","Full",2016,0.001285255,0.000327151575,0.00492573475
"Buff-breasted Sandpiper","Full",2017,0.00366097,0.000969734025,0.01422351
"Buff-breasted Sandpiper","Full",2018,0.00186505,0.000418802,0.00740941525000001
"Buff-breasted Sandpiper","Full",2019,0.00168778,0.000348515225,0.00746204625
"Buff-breasted Sandpiper","Smooth",1980,0.00643928,0.0026205915,0.0176825125
"Buff-breasted Sandpiper","Smooth",1981,0.006589405,0.00276100225,0.0173938
"Buff-breasted Sandpiper","Smooth",1982,0.00673142,0.002921645,0.0172826075
"Buff-breasted Sandpiper","Smooth",1983,0.006905585,0.00305798775,0.0173677375
"Buff-breasted Sandpiper","Smooth",1984,0.007028135,0.00318345275,0.01727929
"Buff-breasted Sandpiper","Smooth",1985,0.007163265,0.003277657,0.0176572775
"Buff-breasted Sandpiper","Smooth",1986,0.00731715,0.0033483155,0.017749695
"Buff-breasted Sandpiper","Smooth",1987,0.007383575,0.00344001175,0.0176367625
"Buff-breasted Sandpiper","Smooth",1988,0.007531045,0.003507297,0.01769673
"Buff-breasted Sandpiper","Smooth",1989,0.007654145,0.00355080075,0.0180348425
"Buff-breasted Sandpiper","Smooth",1990,0.00779081,0.00366139925,0.018324985
"Buff-breasted Sandpiper","Smooth",1991,0.007955245,0.0037314305,0.0187578875
"Buff-breasted Sandpiper","Smooth",1992,0.008062195,0.003823979,0.0189899375
"Buff-breasted Sandpiper","Smooth",1993,0.00821572,0.00387803475,0.019209875
"Buff-breasted Sandpiper","Smooth",1994,0.008341145,0.00393000875,0.0192615275
"Buff-breasted Sandpiper","Smooth",1995,0.008343435,0.003909064,0.019498755
"Buff-breasted Sandpiper","Smooth",1996,0.008338885,0.00390940975,0.0193955
"Buff-breasted Sandpiper","Smooth",1997,0.008286315,0.00384628475,0.01924118
"Buff-breasted Sandpiper","Smooth",1998,0.00815876,0.00379048175,0.0190895575
"Buff-breasted Sandpiper","Smooth",1999,0.00798582,0.00372571475,0.0188480375
"Buff-breasted Sandpiper","Smooth",2000,0.00778804,0.00359106125,0.0181867825
"Buff-breasted Sandpiper","Smooth",2001,0.007553205,0.0034885355,0.01782105
"Buff-breasted Sandpiper","Smooth",2002,0.007237875,0.00335692875,0.0169674375
"Buff-breasted Sandpiper","Smooth",2003,0.00689769,0.0031942885,0.016420415
"Buff-breasted Sandpiper","Smooth",2004,0.006540995,0.00299250425,0.015618125
"Buff-breasted Sandpiper","Smooth",2005,0.006161125,0.00279308625,0.014723125
"Buff-breasted Sandpiper","Smooth",2006,0.005809285,0.002618623,0.0138677025
"Buff-breasted Sandpiper","Smooth",2007,0.00545082,0.00242773,0.013104235
"Buff-breasted Sandpiper","Smooth",2008,0.005108435,0.002240917,0.01232213
"Buff-breasted Sandpiper","Smooth",2009,0.004756505,0.002104296,0.0116711025
"Buff-breasted Sandpiper","Smooth",2010,0.004431225,0.00190316175,0.0111416475
"Buff-breasted Sandpiper","Smooth",2011,0.00414292,0.00175317075,0.010507455
"Buff-breasted Sandpiper","Smooth",2012,0.003844195,0.00158314275,0.01007536
"Buff-breasted Sandpiper","Smooth",2013,0.00357751,0.00144912175,0.009646896
"Buff-breasted Sandpiper","Smooth",2014,0.00335465,0.001300862,0.00941429825
"Buff-breasted Sandpiper","Smooth",2015,0.00317463,0.00116538175,0.00916846875
"Buff-breasted Sandpiper","Smooth",2016,0.003015075,0.001075779,0.00906444925
"Buff-breasted Sandpiper","Smooth",2017,0.0028919,0.000992217875000001,0.00897073400000001
"Buff-breasted Sandpiper","Smooth",2018,0.0027911,0.000909897875,0.00888772025
"Buff-breasted Sandpiper","Smooth",2019,0.002693765,0.000844257125,0.0088692815
"Pectoral Sandpiper","Full",1980,3.786875,1.82139325,8.643247
"Pectoral Sandpiper","Full",1981,3.907375,1.96776125,8.6331735
"Pectoral Sandpiper","Full",1982,9.886445,5.1459955,21.90273
"Pectoral Sandpiper","Full",1983,5.94729,2.913244,13.294225
"Pectoral Sandpiper","Full",1984,10.6946,5.4749385,23.16632
"Pectoral Sandpiper","Full",1985,9.56599,5.012708,20.44128
"Pectoral Sandpiper","Full",1986,4.81132,2.57583,10.1605075
"Pectoral Sandpiper","Full",1987,4.564805,2.29590925,9.988949
"Pectoral Sandpiper","Full",1988,12.3034,6.2481065,25.737565
"Pectoral Sandpiper","Full",1989,5.05897,2.64962625,10.6776625
"Pectoral Sandpiper","Full",1990,7.204355,3.45248725,15.63752
"Pectoral Sandpiper","Full",1991,12.0746,6.43389425,26.6126
"Pectoral Sandpiper","Full",1992,3.20577,1.5871705,7.33337325
"Pectoral Sandpiper","Full",1993,6.05394,3.1992625,13.0884525
"Pectoral Sandpiper","Full",1994,7.67669,3.877761,16.2195025
"Pectoral Sandpiper","Full",1995,3.832565,2.01869475,8.22127325
"Pectoral Sandpiper","Full",1996,2.63297,1.40204075,5.781822
"Pectoral Sandpiper","Full",1997,4.90011,2.5234975,10.6364875
"Pectoral Sandpiper","Full",1998,5.420385,2.7640195,11.3710725
"Pectoral Sandpiper","Full",1999,8.700095,4.6952645,19.21235
"Pectoral Sandpiper","Full",2000,3.70737,1.9375105,7.8488585
"Pectoral Sandpiper","Full",2001,5.294305,2.78536275,11.402645
"Pectoral Sandpiper","Full",2002,8.381265,4.40531875,17.768285
"Pectoral Sandpiper","Full",2003,6.78135,3.52498375,15.04174
"Pectoral Sandpiper","Full",2004,3.46306,1.74572575,7.20809
"Pectoral Sandpiper","Full",2005,3.67613,1.9319425,7.7670195
"Pectoral Sandpiper","Full",2006,4.167525,2.0148415,8.95188050000001
"Pectoral Sandpiper","Full",2007,4.521375,2.23567925,10.339545
"Pectoral Sandpiper","Full",2008,2.1347,1.0672895,4.489964
"Pectoral Sandpiper","Full",2009,2.054115,1.01132875,4.48531775
"Pectoral Sandpiper","Full",2010,2.963965,1.4352935,6.7096865
"Pectoral Sandpiper","Full",2011,3.416175,1.71020125,7.43519175
"Pectoral Sandpiper","Full",2012,2.76801,1.2985665,6.152918
"Pectoral Sandpiper","Full",2013,3.17101,1.61615375,6.80427125
"Pectoral Sandpiper","Full",2014,0.88833,0.427712725,2.02562375
"Pectoral Sandpiper","Full",2015,3.086725,1.4860975,6.95763275
"Pectoral Sandpiper","Full",2016,2.235,1.064314,4.993784
"Pectoral Sandpiper","Full",2017,3.65561,1.68870025,8.32759425
"Pectoral Sandpiper","Full",2018,1.46647,0.664559675,3.63503925
"Pectoral Sandpiper","Full",2019,2.439155,1.1386515,5.84973125
"Pectoral Sandpiper","Smooth",1980,6.57358,3.15157025,15.0285625
"Pectoral Sandpiper","Smooth",1981,6.697235,3.296097,15.166185
"Pectoral Sandpiper","Smooth",1982,6.834015,3.41292025,15.0431825
"Pectoral Sandpiper","Smooth",1983,6.961855,3.5740675,15.1745325
"Pectoral Sandpiper","Smooth",1984,7.03453,3.6477815,15.3362025
"Pectoral Sandpiper","Smooth",1985,7.0652,3.74263325,15.4904225
"Pectoral Sandpiper","Smooth",1986,7.068545,3.7748165,15.40785
"Pectoral Sandpiper","Smooth",1987,7.03706,3.7706085,15.38098
"Pectoral Sandpiper","Smooth",1988,7.009395,3.7177145,15.417485
"Pectoral Sandpiper","Smooth",1989,6.91891,3.6992595,15.2405825
"Pectoral Sandpiper","Smooth",1990,6.830645,3.66092675,14.76125
"Pectoral Sandpiper","Smooth",1991,6.723255,3.58578175,14.6167575
"Pectoral Sandpiper","Smooth",1992,6.59342,3.513479,14.4066375
"Pectoral Sandpiper","Smooth",1993,6.425445,3.4446355,13.991025
"Pectoral Sandpiper","Smooth",1994,6.2519,3.363224,13.6430325
"Pectoral Sandpiper","Smooth",1995,6.080505,3.291407,13.19488
"Pectoral Sandpiper","Smooth",1996,5.925705,3.21823425,12.843365
"Pectoral Sandpiper","Smooth",1997,5.772325,3.140805,12.4438475
"Pectoral Sandpiper","Smooth",1998,5.621945,3.0565985,12.33561
"Pectoral Sandpiper","Smooth",1999,5.45101,2.95867425,11.9958425
"Pectoral Sandpiper","Smooth",2000,5.267625,2.84499225,11.4988575
"Pectoral Sandpiper","Smooth",2001,5.08863,2.719191,11.1687975
"Pectoral Sandpiper","Smooth",2002,4.89242,2.586622,10.7647325
"Pectoral Sandpiper","Smooth",2003,4.688735,2.468246,10.11982
"Pectoral Sandpiper","Smooth",2004,4.467565,2.35608775,9.628895
"Pectoral Sandpiper","Smooth",2005,4.25421,2.235807,8.9902685
"Pectoral Sandpiper","Smooth",2006,4.016325,2.1163485,8.5790145
"Pectoral Sandpiper","Smooth",2007,3.809415,2.00166225,8.07258125
"Pectoral Sandpiper","Smooth",2008,3.62231,1.8869545,7.75093725
"Pectoral Sandpiper","Smooth",2009,3.437345,1.782443,7.267473
"Pectoral Sandpiper","Smooth",2010,3.26205,1.6858785,6.8956725
"Pectoral Sandpiper","Smooth",2011,3.10794,1.59812125,6.57901875
"Pectoral Sandpiper","Smooth",2012,2.979055,1.53598525,6.295713
"Pectoral Sandpiper","Smooth",2013,2.86289,1.459857,6.067051
"Pectoral Sandpiper","Smooth",2014,2.759065,1.37691425,5.88278025
"Pectoral Sandpiper","Smooth",2015,2.66621,1.30416825,5.7231185
"Pectoral Sandpiper","Smooth",2016,2.597345,1.25306975,5.5514435
"Pectoral Sandpiper","Smooth",2017,2.519815,1.194907,5.4176335
"Pectoral Sandpiper","Smooth",2018,2.44499,1.1416665,5.31639625
"Pectoral Sandpiper","Smooth",2019,2.38431,1.07872875,5.26652575
"Semipalmated Sandpiper","Full",1980,30.9323,17.85981,59.803535
"Semipalmated Sandpiper","Full",1981,30.9896,18.4659025,59.24451
"Semipalmated Sandpiper","Full",1982,40.2648,24.0298575,73.743185
"Semipalmated Sandpiper","Full",1983,32.791,19.7687425,61.84841
"Semipalmated Sandpiper","Full",1984,45.87115,28.312075,86.196715
"Semipalmated Sandpiper","Full",1985,31.60245,20.071805,61.5207575
"Semipalmated Sandpiper","Full",1986,28.5068,16.54388,51.269405
