"species","smooth_or_full_indices","year","predicted_mean_abundance","lower_95percent_CL","upper_95percent_CL"
"Semipalmated Sandpiper","Full",1987,22.13065,13.1705775,42.8150275
"Semipalmated Sandpiper","Full",1988,28.85545,18.05371,55.5277675
"Semipalmated Sandpiper","Full",1989,35.92075,22.52403,64.8453075
"Semipalmated Sandpiper","Full",1990,28.67485,18.5346875,53.62056
"Semipalmated Sandpiper","Full",1991,27.4136,17.6755475,49.362895
"Semipalmated Sandpiper","Full",1992,22.4259,13.890435,40.0888375
"Semipalmated Sandpiper","Full",1993,26.119,15.9646025,49.299995
"Semipalmated Sandpiper","Full",1994,31.56735,20.2972075,58.2833325
"Semipalmated Sandpiper","Full",1995,27.3962,17.355395,49.7732425
"Semipalmated Sandpiper","Full",1996,21.5526,13.3704875,38.533185
"Semipalmated Sandpiper","Full",1997,17.4516,10.9475025,32.241255
"Semipalmated Sandpiper","Full",1998,21.29825,13.38479,37.429
"Semipalmated Sandpiper","Full",1999,14.90335,9.32049375,27.187765
"Semipalmated Sandpiper","Full",2000,24.76135,15.8666425,43.7793675
"Semipalmated Sandpiper","Full",2001,20.401,12.7992075,37.0600925
"Semipalmated Sandpiper","Full",2002,18.0403,11.3183475,32.2001275
"Semipalmated Sandpiper","Full",2003,29.5553,19.2281875,51.9208625
"Semipalmated Sandpiper","Full",2004,19.2814,12.1185625,35.17863
"Semipalmated Sandpiper","Full",2005,16.95005,10.8772725,31.8084375
"Semipalmated Sandpiper","Full",2006,10.27205,6.199596,18.416915
"Semipalmated Sandpiper","Full",2007,13.99025,8.59761075,24.21158
"Semipalmated Sandpiper","Full",2008,19.55285,11.778245,35.503955
"Semipalmated Sandpiper","Full",2009,12.7709,7.96722225,21.54985
"Semipalmated Sandpiper","Full",2010,15.40225,9.357849,28.1464925
"Semipalmated Sandpiper","Full",2011,19.22225,11.390585,35.0401075
"Semipalmated Sandpiper","Full",2012,13.40175,8.06651875,23.457315
"Semipalmated Sandpiper","Full",2013,19.76475,11.49707,35.5807125
"Semipalmated Sandpiper","Full",2014,10.08505,5.742676,18.2021025
"Semipalmated Sandpiper","Full",2015,10.50615,5.659805,19.713155
"Semipalmated Sandpiper","Full",2016,11.83805,6.41675575,22.9778275
"Semipalmated Sandpiper","Full",2017,11.83635,6.352465,22.45965
"Semipalmated Sandpiper","Full",2018,9.105525,4.73795225,18.2597325
"Semipalmated Sandpiper","Full",2019,8.54723,4.281932,17.02383
"Semipalmated Sandpiper","Smooth",1980,32.98335,19.4295975,66.6036725
"Semipalmated Sandpiper","Smooth",1981,33.26135,19.7392825,66.2508575
"Semipalmated Sandpiper","Smooth",1982,33.47295,20.0942775,65.4463875
"Semipalmated Sandpiper","Smooth",1983,33.54725,20.426595,64.34284
"Semipalmated Sandpiper","Smooth",1984,33.35815,20.537925,63.35431
"Semipalmated Sandpiper","Smooth",1985,32.9521,20.5057225,61.7705125
"Semipalmated Sandpiper","Smooth",1986,32.32535,20.1598425,60.84427
"Semipalmated Sandpiper","Smooth",1987,31.67295,19.6406525,59.4372325
"Semipalmated Sandpiper","Smooth",1988,30.85265,19.0882525,57.768165
"Semipalmated Sandpiper","Smooth",1989,30.01265,18.76077,55.80612
"Semipalmated Sandpiper","Smooth",1990,29.17685,18.341885,54.08826
"Semipalmated Sandpiper","Smooth",1991,28.4011,17.9415575,52.1793825
"Semipalmated Sandpiper","Smooth",1992,27.4998,17.572375,50.608
"Semipalmated Sandpiper","Smooth",1993,26.68135,17.09693,48.7171575
"Semipalmated Sandpiper","Smooth",1994,25.67185,16.5323375,46.4749725
"Semipalmated Sandpiper","Smooth",1995,24.6991,15.90655,44.87195
"Semipalmated Sandpiper","Smooth",1996,23.80045,15.3452125,43.35361
"Semipalmated Sandpiper","Smooth",1997,23.02565,14.756155,41.776725
"Semipalmated Sandpiper","Smooth",1998,22.2618,14.2298925,40.0271075
"Semipalmated Sandpiper","Smooth",1999,21.53105,13.7247975,38.473245
"Semipalmated Sandpiper","Smooth",2000,20.90355,13.2392575,37.1724375
"Semipalmated Sandpiper","Smooth",2001,20.24165,12.814835,35.7800925
"Semipalmated Sandpiper","Smooth",2002,19.5838,12.4200225,34.9194075
"Semipalmated Sandpiper","Smooth",2003,18.9648,12.0366,33.6938925
"Semipalmated Sandpiper","Smooth",2004,18.3438,11.6203375,32.58725
"Semipalmated Sandpiper","Smooth",2005,17.6831,11.231755,31.4012725
"Semipalmated Sandpiper","Smooth",2006,17.01455,10.864485,30.081285
"Semipalmated Sandpiper","Smooth",2007,16.44025,10.511275,28.985285
"Semipalmated Sandpiper","Smooth",2008,15.88985,10.1766,27.700935
"Semipalmated Sandpiper","Smooth",2009,15.39035,9.73998775,26.853445
"Semipalmated Sandpiper","Smooth",2010,14.9189,9.29606875,26.0873675
"Semipalmated Sandpiper","Smooth",2011,14.384,8.89004825,25.158705
"Semipalmated Sandpiper","Smooth",2012,13.84795,8.44617,24.1761975
"Semipalmated Sandpiper","Smooth",2013,13.30735,7.98866,23.3829625
"Semipalmated Sandpiper","Smooth",2014,12.7763,7.52953625,22.664855
"Semipalmated Sandpiper","Smooth",2015,12.29965,7.05432925,22.2428225
"Semipalmated Sandpiper","Smooth",2016,11.93735,6.680126,21.9786425
"Semipalmated Sandpiper","Smooth",2017,11.5845,6.32088775,21.7742025
"Semipalmated Sandpiper","Smooth",2018,11.275,5.91055375,21.7798125
"Semipalmated Sandpiper","Smooth",2019,11.03655,5.54127325,21.693585
"Short-billed Dowitcher","Full",1980,18.49555,8.255154,45.27441
"Short-billed Dowitcher","Full",1981,14.96695,6.74174525,34.52841
"Short-billed Dowitcher","Full",1982,11.43835,5.33430275,27.91604
"Short-billed Dowitcher","Full",1983,14.02435,6.622419,34.7092725
"Short-billed Dowitcher","Full",1984,21.9633,10.68437,51.736625
"Short-billed Dowitcher","Full",1985,23.8927,11.339075,56.4052175
"Short-billed Dowitcher","Full",1986,11.55035,5.52792275,26.4861325
"Short-billed Dowitcher","Full",1987,19.72805,9.1981855,44.532065
"Short-billed Dowitcher","Full",1988,23.62785,11.1967375,53.6178125
"Short-billed Dowitcher","Full",1989,24.88525,11.97245,55.4977
"Short-billed Dowitcher","Full",1990,17.09505,8.03544125,40.7633875
"Short-billed Dowitcher","Full",1991,9.42719,4.34384175,22.42587
"Short-billed Dowitcher","Full",1992,3.61719,1.622356,8.5442935
"Short-billed Dowitcher","Full",1993,2.90545,1.3621455,6.996676
"Short-billed Dowitcher","Full",1994,3.32149,1.6259085,7.473212
"Short-billed Dowitcher","Full",1995,5.14544,2.474396,12.1626875
"Short-billed Dowitcher","Full",1996,5.223815,2.5132995,11.87037
"Short-billed Dowitcher","Full",1997,11.1621,5.55706525,25.5085075
"Short-billed Dowitcher","Full",1998,6.44654,3.17442225,14.9103525
"Short-billed Dowitcher","Full",1999,5.961445,2.83014175,13.61319
"Short-billed Dowitcher","Full",2000,6.99044,3.4472565,16.03408
"Short-billed Dowitcher","Full",2001,7.983745,3.921838,17.81035
"Short-billed Dowitcher","Full",2002,5.76866,2.66798125,13.4912825
"Short-billed Dowitcher","Full",2003,9.510145,4.587788,21.3666225
"Short-billed Dowitcher","Full",2004,5.412175,2.6612615,12.32156
"Short-billed Dowitcher","Full",2005,5.66444,2.807334,12.279595
"Short-billed Dowitcher","Full",2006,4.56743,2.11649325,10.24343
"Short-billed Dowitcher","Full",2007,9.22493,4.565483,21.57423
"Short-billed Dowitcher","Full",2008,6.735225,3.25649375,15.365175
"Short-billed Dowitcher","Full",2009,4.276025,2.0101415,10.1566025
"Short-billed Dowitcher","Full",2010,5.131595,2.48292975,11.5965625
"Short-billed Dowitcher","Full",2011,5.38211,2.5603095,12.5535925
"Short-billed Dowitcher","Full",2012,5.130535,2.484523,11.8136025
"Short-billed Dowitcher","Full",2013,5.61494,2.56677875,12.9431375
"Short-billed Dowitcher","Full",2014,4.29661,1.932616,9.71799
"Short-billed Dowitcher","Full",2015,1.90554,0.8499064,4.3467875
"Short-billed Dowitcher","Full",2016,3.00072,1.354397,6.925434
"Short-billed Dowitcher","Full",2017,1.15228,0.48648125,2.860514
"Short-billed Dowitcher","Full",2018,1.780925,0.72526395,4.59109975
"Short-billed Dowitcher","Full",2019,2.829745,1.1562915,7.2042515
"Short-billed Dowitcher","Smooth",1980,17.1442,7.20835425,42.2172625
"Short-billed Dowitcher","Smooth",1981,17.57465,7.6322225,41.8551075
"Short-billed Dowitcher","Smooth",1982,17.90565,8.05727225,41.8548
"Short-billed Dowitcher","Smooth",1983,18.13125,8.35581150000001,42.124055
"Short-billed Dowitcher","Smooth",1984,18.04075,8.38574475,42.032755
"Short-billed Dowitcher","Smooth",1985,17.62245,8.332423,41.829805
"Short-billed Dowitcher","Smooth",1986,16.97305,8.028938,40.4079125
"Short-billed Dowitcher","Smooth",1987,15.96375,7.59272425,37.4644
"Short-billed Dowitcher","Smooth",1988,14.6442,7.00089325,34.444105
"Short-billed Dowitcher","Smooth",1989,13.1755,6.33819925,30.682815
"Short-billed Dowitcher","Smooth",1990,11.75885,5.5428955,27.9589525
"Short-billed Dowitcher","Smooth",1991,10.4807,4.8987275,25.070275
"Short-billed Dowitcher","Smooth",1992,9.441565,4.3483885,22.6904375
"Short-billed Dowitcher","Smooth",1993,8.57845,3.8414105,20.91756
"Short-billed Dowitcher","Smooth",1994,7.96796,3.5369405,19.4412425
"Short-billed Dowitcher","Smooth",1995,7.546315,3.34509525,18.285015
"Short-billed Dowitcher","Smooth",1996,7.272715,3.25301325,17.5149125
"Short-billed Dowitcher","Smooth",1997,7.111675,3.30183375,16.98105
"Short-billed Dowitcher","Smooth",1998,7.07107,3.37259875,16.675385
"Short-billed Dowitcher","Smooth",1999,7.078285,3.40105775,16.59761
"Short-billed Dowitcher","Smooth",2000,7.07041,3.4595235,16.40777
"Short-billed Dowitcher","Smooth",2001,7.07661,3.4726035,16.283055
"Short-billed Dowitcher","Smooth",2002,7.053265,3.429121,16.07155
"Short-billed Dowitcher","Smooth",2003,6.92536,3.41228075,15.67553
"Short-billed Dowitcher","Smooth",2004,6.79355,3.3065125,15.3237225
"Short-billed Dowitcher","Smooth",2005,6.618635,3.24436175,14.808115
"Short-billed Dowitcher","Smooth",2006,6.39303,3.135932,14.3115525
"Short-billed Dowitcher","Smooth",2007,6.12914,2.99962375,13.853355
"Short-billed Dowitcher","Smooth",2008,5.860805,2.904903,13.26162
"Short-billed Dowitcher","Smooth",2009,5.56163,2.747274,12.5715175
"Short-billed Dowitcher","Smooth",2010,5.21368,2.53051675,11.83846
"Short-billed Dowitcher","Smooth",2011,4.82715,2.313649,10.86531
"Short-billed Dowitcher","Smooth",2012,4.415325,2.0805745,9.91186025000001
"Short-billed Dowitcher","Smooth",2013,4.013875,1.87235125,9.1095515
"Short-billed Dowitcher","Smooth",2014,3.62351,1.6688235,8.47891875
"Short-billed Dowitcher","Smooth",2015,3.30101,1.49061925,7.82765800000001
"Short-billed Dowitcher","Smooth",2016,3.038525,1.3396885,7.53876975
"Short-billed Dowitcher","Smooth",2017,2.83752,1.1861235,7.28507025
"Short-billed Dowitcher","Smooth",2018,2.65885,1.07040025,7.16325525
"Short-billed Dowitcher","Smooth",2019,2.52678,0.940502925,7.073137
"Long-billed Dowitcher","Full",1980,18.76825,3.588517,229.42415
"Long-billed Dowitcher","Full",1981,28.0847,5.2642695,325.751325000001
"Long-billed Dowitcher","Full",1982,41.92025,8.03458125,498.336325000001
"Long-billed Dowitcher","Full",1983,29.9177,5.9445875,360.8937
"Long-billed Dowitcher","Full",1984,26.7257,5.66385375,317.46635
"Long-billed Dowitcher","Full",1985,41.9415,8.55021425,509.852825000001
"Long-billed Dowitcher","Full",1986,24.55625,4.94886,290.680875
"Long-billed Dowitcher","Full",1987,31.45165,6.59153825,370.31225
"Long-billed Dowitcher","Full",1988,21.8201,4.32284125,276.85235
"Long-billed Dowitcher","Full",1989,12.88785,2.537857,169.71675
"Long-billed Dowitcher","Full",1990,55.9308,11.2184625,663.148925
"Long-billed Dowitcher","Full",1991,30.2633,6.16953475,361.177025
"Long-billed Dowitcher","Full",1992,22.44595,4.346455,294.2509
"Long-billed Dowitcher","Full",1993,8.17245,1.5641555,100.147825
"Long-billed Dowitcher","Full",1994,17.2189,3.155402,198.81185
"Long-billed Dowitcher","Full",1995,26.83885,5.08736,304.353525
"Long-billed Dowitcher","Full",1996,10.1897,1.85216725,118.822475
"Long-billed Dowitcher","Full",1997,36.8499,7.3015495,440.981975
"Long-billed Dowitcher","Full",1998,31.3309,6.17839275,374.130775
"Long-billed Dowitcher","Full",1999,24.758,4.828226,277.1913
"Long-billed Dowitcher","Full",2000,28.50975,5.22572075,326.085425
"Long-billed Dowitcher","Full",2001,29.2359,5.65947,351.4583
"Long-billed Dowitcher","Full",2002,12.3652,2.407411,144.50165
"Long-billed Dowitcher","Full",2003,8.156355,1.5047425,102.782775
"Long-billed Dowitcher","Full",2004,8.71692,1.663564,105.483775
"Long-billed Dowitcher","Full",2005,7.744555,1.51631725,94.6617625
"Long-billed Dowitcher","Full",2006,9.053345,1.3557995,125.755575
"Long-billed Dowitcher","Full",2007,6.261885,1.03012725,73.7087150000002
"Long-billed Dowitcher","Full",2008,5.0223,0.80076465,61.9275475
"Long-billed Dowitcher","Full",2009,9.20147,1.38715,128.966075
"Long-billed Dowitcher","Full",2010,11.59135,1.89558425,155.0082
"Long-billed Dowitcher","Full",2011,5.82915,0.941855775000001,72.779255
"Long-billed Dowitcher","Full",2012,6.52791,0.984022950000001,95.61538
"Long-billed Dowitcher","Full",2013,4.960065,0.653902875,65.2624025
"Long-billed Dowitcher","Full",2014,4.949155,0.613337275,71.22142
"Long-billed Dowitcher","Full",2015,12.6574,1.7022385,195.0984
"Long-billed Dowitcher","Full",2016,5.83606,0.769170375,88.932055
"Long-billed Dowitcher","Full",2017,5.540835,0.7486001,81.8485200000001
"Long-billed Dowitcher","Full",2018,8.13739,1.132553,124.346475
"Long-billed Dowitcher","Full",2019,4.700285,0.5995837,65.8066550000001
"Long-billed Dowitcher","Smooth",1980,31.9016,6.21804625,388.2063
"Long-billed Dowitcher","Smooth",1981,32.0643,6.4786395,389.49295
"Long-billed Dowitcher","Smooth",1982,32.14615,6.54183475,395.680325
"Long-billed Dowitcher","Smooth",1983,32.3971,6.64546275,396.150875000001
"Long-billed Dowitcher","Smooth",1984,32.3038,6.6957005,394.930225000001
"Long-billed Dowitcher","Smooth",1985,32.1301,6.634581,390.608975
"Long-billed Dowitcher","Smooth",1986,31.8926,6.570775,382.300675
"Long-billed Dowitcher","Smooth",1987,31.1577,6.41216525,366.299975
"Long-billed Dowitcher","Smooth",1988,30.22785,6.2648195,351.082150000001
"Long-billed Dowitcher","Smooth",1989,29.32135,6.097583,345.24085
"Long-billed Dowitcher","Smooth",1990,28.3903,5.9810575,333.5866
"Long-billed Dowitcher","Smooth",1991,27.48935,5.7811095,324.067825
"Long-billed Dowitcher","Smooth",1992,26.5247,5.57887825,316.5865
"Long-billed Dowitcher","Smooth",1993,25.61895,5.30213275,301.203475
"Long-billed Dowitcher","Smooth",1994,24.49255,5.11370675,294.33805
"Long-billed Dowitcher","Smooth",1995,23.4822,4.8951595,275.619575
"Long-billed Dowitcher","Smooth",1996,22.3932,4.68132225,260.342775
"Long-billed Dowitcher","Smooth",1997,21.38985,4.48254875,246.655725
"Long-billed Dowitcher","Smooth",1998,20.2555,4.28628675,237.7331
"Long-billed Dowitcher","Smooth",1999,19.30085,4.05586475,227.155375
"Long-billed Dowitcher","Smooth",2000,17.98685,3.752752,214.431225
"Long-billed Dowitcher","Smooth",2001,16.5843,3.421801,201.622425
"Long-billed Dowitcher","Smooth",2002,15.26055,3.130877,184.5234
"Long-billed Dowitcher","Smooth",2003,14.16035,2.8516525,167.929375
"Long-billed Dowitcher","Smooth",2004,12.9575,2.60073225,155.764375
"Long-billed Dowitcher","Smooth",2005,11.9515,2.3971135,144.160075
"Long-billed Dowitcher","Smooth",2006,11.10105,2.19230775,136.44755
"Long-billed Dowitcher","Smooth",2007,10.2811,2.0337115,129.8992
"Long-billed Dowitcher","Smooth",2008,9.658265,1.8962955,121.641525
"Long-billed Dowitcher","Smooth",2009,9.073505,1.77227575,112.871075
"Long-billed Dowitcher","Smooth",2010,8.6035,1.63966025,107.65015
"Long-billed Dowitcher","Smooth",2011,8.211795,1.54356125,104.074375
"Long-billed Dowitcher","Smooth",2012,7.888285,1.446504,100.944725
"Long-billed Dowitcher","Smooth",2013,7.647965,1.3629835,98.943235
"Long-billed Dowitcher","Smooth",2014,7.398735,1.304608,96.9410125
"Long-billed Dowitcher","Smooth",2015,7.188885,1.24738475,96.196635
"Long-billed Dowitcher","Smooth",2016,7.061765,1.216235,94.9971375000001
"Long-billed Dowitcher","Smooth",2017,6.917455,1.16256775,92.3239725000002
"Long-billed Dowitcher","Smooth",2018,6.8054,1.10408525,91.5472300000003
"Long-billed Dowitcher","Smooth",2019,6.717205,1.04201775,95.2196475
"Spotted Sandpiper","Full",1980,0.755872,0.60253935,0.967605625
"Spotted Sandpiper","Full",1981,0.6523215,0.5210241,0.829528525
"Spotted Sandpiper","Full",1982,0.4878185,0.392463175,0.625879025
"Spotted Sandpiper","Full",1983,0.661015,0.516282975,0.859170775
"Spotted Sandpiper","Full",1984,0.583284,0.469026175,0.7525487
"Spotted Sandpiper","Full",1985,0.4649405,0.367951975,0.600699575
"Spotted Sandpiper","Full",1986,0.39413,0.314488725,0.50777665
"Spotted Sandpiper","Full",1987,0.488066,0.391042625,0.631590675
"Spotted Sandpiper","Full",1988,0.3848025,0.30541665,0.499542225
"Spotted Sandpiper","Full",1989,0.4601525,0.371071825,0.579760925
"Spotted Sandpiper","Full",1990,0.39414,0.3138027,0.5047423
"Spotted Sandpiper","Full",1991,0.4023255,0.314510125,0.518534325
"Spotted Sandpiper","Full",1992,0.3136305,0.25188835,0.4075888
"Spotted Sandpiper","Full",1993,0.4053585,0.3241999,0.523344525
"Spotted Sandpiper","Full",1994,0.3318185,0.2663534,0.425817525
"Spotted Sandpiper","Full",1995,0.3129925,0.25255295,0.404293025
"Spotted Sandpiper","Full",1996,0.3386305,0.26856725,0.434095325
"Spotted Sandpiper","Full",1997,0.3415695,0.27515885,0.433635625
"Spotted Sandpiper","Full",1998,0.4392355,0.354130575,0.561241
"Spotted Sandpiper","Full",1999,0.4804755,0.382931625,0.618227475
"Spotted Sandpiper","Full",2000,0.1663135,0.13085105,0.2122516
"Spotted Sandpiper","Full",2001,0.267272,0.2143693,0.341399475
"Spotted Sandpiper","Full",2002,0.2584115,0.20683035,0.331118225
"Spotted Sandpiper","Full",2003,0.326571,0.258289425,0.418802125
"Spotted Sandpiper","Full",2004,0.214931,0.172752525,0.27461365
"Spotted Sandpiper","Full",2005,0.2403895,0.190865875,0.311273525
"Spotted Sandpiper","Full",2006,0.332539,0.26091205,0.427126275
"Spotted Sandpiper","Full",2007,0.232136,0.181534925,0.2970101
"Spotted Sandpiper","Full",2008,0.269489,0.213469575,0.34546925
"Spotted Sandpiper","Full",2009,0.2402145,0.184591575,0.31108445
"Spotted Sandpiper","Full",2010,0.165081,0.128436475,0.21488655
"Spotted Sandpiper","Full",2011,0.19155,0.14955535,0.249530125
"Spotted Sandpiper","Full",2012,0.2236815,0.173095475,0.2911631
"Spotted Sandpiper","Full",2013,0.2296815,0.177324625,0.30348015
"Spotted Sandpiper","Full",2014,0.1725605,0.132206575,0.229608375
"Spotted Sandpiper","Full",2015,0.236538,0.18023645,0.318985625
"Spotted Sandpiper","Full",2016,0.2233155,0.169099175,0.29746845
"Spotted Sandpiper","Full",2017,0.131318,0.09525882,0.180644575
"Spotted Sandpiper","Full",2018,0.260972,0.190657875,0.35762895
"Spotted Sandpiper","Full",2019,0.238438,0.17184765,0.33302955
"Spotted Sandpiper","Smooth",1980,0.6246495,0.45921795,0.8698385
"Spotted Sandpiper","Smooth",1981,0.605385,0.454789675,0.82522945
"Spotted Sandpiper","Smooth",1982,0.5855955,0.448861425,0.779473175
"Spotted Sandpiper","Smooth",1983,0.564692,0.439295975,0.74310155
"Spotted Sandpiper","Smooth",1984,0.5432175,0.428589,0.706185075
"Spotted Sandpiper","Smooth",1985,0.5202765,0.414544225,0.6760671
"Spotted Sandpiper","Smooth",1986,0.499068,0.40005455,0.6470335
"Spotted Sandpiper","Smooth",1987,0.4772795,0.383607975,0.620207325
"Spotted Sandpiper","Smooth",1988,0.4569055,0.368939275,0.59081655
"Spotted Sandpiper","Smooth",1989,0.4383095,0.3537866,0.564060675
"Spotted Sandpiper","Smooth",1990,0.421941,0.340328275,0.5421744
"Spotted Sandpiper","Smooth",1991,0.4062305,0.327023325,0.5217743
"Spotted Sandpiper","Smooth",1992,0.392095,0.3151043,0.503137
"Spotted Sandpiper","Smooth",1993,0.3798715,0.304160475,0.48762055
"Spotted Sandpiper","Smooth",1994,0.367777,0.296876375,0.471078675
"Spotted Sandpiper","Smooth",1995,0.3568525,0.28695185,0.456590675
"Spotted Sandpiper","Smooth",1996,0.345367,0.2781328,0.44440395
"Spotted Sandpiper","Smooth",1997,0.3341175,0.2697611,0.43253195
"Spotted Sandpiper","Smooth",1998,0.3231205,0.2603993,0.4179246
"Spotted Sandpiper","Smooth",1999,0.312487,0.252272675,0.4024185
"Spotted Sandpiper","Smooth",2000,0.301952,0.24394355,0.388052825
"Spotted Sandpiper","Smooth",2001,0.2914625,0.235923425,0.374082425
"Spotted Sandpiper","Smooth",2002,0.2811825,0.2280823,0.362022
"Spotted Sandpiper","Smooth",2003,0.272624,0.21999945,0.348081775
"Spotted Sandpiper","Smooth",2004,0.263884,0.2131536,0.337039325
"Spotted Sandpiper","Smooth",2005,0.2558825,0.2072369,0.32596665
"Spotted Sandpiper","Smooth",2006,0.248527,0.200624725,0.316279325
"Spotted Sandpiper","Smooth",2007,0.242056,0.194878725,0.306693025
"Spotted Sandpiper","Smooth",2008,0.235544,0.188815525,0.2994333
"Spotted Sandpiper","Smooth",2009,0.229615,0.182729275,0.2917625
"Spotted Sandpiper","Smooth",2010,0.2239215,0.176832725,0.285949975
"Spotted Sandpiper","Smooth",2011,0.219101,0.171761325,0.281974925
"Spotted Sandpiper","Smooth",2012,0.2152625,0.1681611,0.278939075
"Spotted Sandpiper","Smooth",2013,0.2132685,0.165068975,0.277954225
"Spotted Sandpiper","Smooth",2014,0.211927,0.16327535,0.278421525
"Spotted Sandpiper","Smooth",2015,0.212123,0.161232475,0.281534675
"Spotted Sandpiper","Smooth",2016,0.2137935,0.16051445,0.2872753
"Spotted Sandpiper","Smooth",2017,0.2176845,0.1604939,0.294625425
"Spotted Sandpiper","Smooth",2018,0.221764,0.160364525,0.303976325
"Spotted Sandpiper","Smooth",2019,0.2265205,0.159690675,0.31876345
"Solitary Sandpiper","Full",1980,0.1146405,0.060648005,0.263921175
"Solitary Sandpiper","Full",1981,0.0945363,0.0533193325,0.215063575
"Solitary Sandpiper","Full",1982,0.0959779,0.0542740775,0.21770645
"Solitary Sandpiper","Full",1983,0.07871285,0.0439126575,0.178672975
"Solitary Sandpiper","Full",1984,0.14356,0.081499815,0.328692025
"Solitary Sandpiper","Full",1985,0.1292805,0.072494535,0.286540575
"Solitary Sandpiper","Full",1986,0.09499365,0.05395832,0.213125575
"Solitary Sandpiper","Full",1987,0.1016815,0.0581676575,0.231457575
"Solitary Sandpiper","Full",1988,0.111628,0.062475045,0.256707875
"Solitary Sandpiper","Full",1989,0.0885635,0.0504439525,0.193262525
"Solitary Sandpiper","Full",1990,0.1069165,0.0607729825,0.23722465
"Solitary Sandpiper","Full",1991,0.156181,0.089086775,0.35191885
"Solitary Sandpiper","Full",1992,0.1091785,0.0627440525,0.242326075
"Solitary Sandpiper","Full",1993,0.1333595,0.0764162725,0.291258875
"Solitary Sandpiper","Full",1994,0.1060415,0.061527265,0.2303264
"Solitary Sandpiper","Full",1995,0.128835,0.07366657,0.28119895
"Solitary Sandpiper","Full",1996,0.1546905,0.0884307725,0.336145875
"Solitary Sandpiper","Full",1997,0.103964,0.0580898875,0.230359475
"Solitary Sandpiper","Full",1998,0.193726,0.112759375,0.4241453
"Solitary Sandpiper","Full",1999,0.1905595,0.10813575,0.425999925
"Solitary Sandpiper","Full",2000,0.1448055,0.0824972475,0.3251169
"Solitary Sandpiper","Full",2001,0.126258,0.0728198375,0.282763125
"Solitary Sandpiper","Full",2002,0.1389205,0.07973841,0.29935
"Solitary Sandpiper","Full",2003,0.1396895,0.0790219075,0.317539075
"Solitary Sandpiper","Full",2004,0.1479075,0.08380603,0.327811225
"Solitary Sandpiper","Full",2005,0.120055,0.06543548,0.262937075
"Solitary Sandpiper","Full",2006,0.1274065,0.0668464775,0.293159825
"Solitary Sandpiper","Full",2007,0.1909065,0.10229315,0.4338601
"Solitary Sandpiper","Full",2008,0.105534,0.057768635,0.233553375
"Solitary Sandpiper","Full",2009,0.106696,0.0572574575,0.25714395
"Solitary Sandpiper","Full",2010,0.126806,0.0687303225,0.30014965
"Solitary Sandpiper","Full",2011,0.117993,0.063749735,0.27337715
"Solitary Sandpiper","Full",2012,0.07169755,0.0370359425,0.167050125
"Solitary Sandpiper","Full",2013,0.118437,0.061335305,0.2862496
"Solitary Sandpiper","Full",2014,0.06268225,0.0315509025,0.148746525
"Solitary Sandpiper","Full",2015,0.05588785,0.02598412,0.1360678
"Solitary Sandpiper","Full",2016,0.09580715,0.04661141,0.234501075
"Solitary Sandpiper","Full",2017,0.04873785,0.021074225,0.1276336
"Solitary Sandpiper","Full",2018,0.0653344,0.028352865,0.1684272
"Solitary Sandpiper","Full",2019,0.04205595,0.017372715,0.109736025
"Solitary Sandpiper","Smooth",1980,0.09455505,0.0511266225,0.212705125
"Solitary Sandpiper","Smooth",1981,0.09846025,0.0542585975,0.221149075
"Solitary Sandpiper","Smooth",1982,0.10246,0.05767577,0.23441965
"Solitary Sandpiper","Smooth",1983,0.105799,0.05999775,0.2397871
"Solitary Sandpiper","Smooth",1984,0.108398,0.062663725,0.245747775
"Solitary Sandpiper","Smooth",1985,0.111364,0.06468101,0.2459629
"Solitary Sandpiper","Smooth",1986,0.1139045,0.066714965,0.25057355
"Solitary Sandpiper","Smooth",1987,0.116009,0.068278795,0.254013775
"Solitary Sandpiper","Smooth",1988,0.118365,0.0698007725,0.25732475
"Solitary Sandpiper","Smooth",1989,0.12038,0.071068835,0.262559275
"Solitary Sandpiper","Smooth",1990,0.1228505,0.072812655,0.26574
"Solitary Sandpiper","Smooth",1991,0.125884,0.07422723,0.27045245
"Solitary Sandpiper","Smooth",1992,0.129263,0.0756532725,0.2767275
"Solitary Sandpiper","Smooth",1993,0.1326245,0.0776316425,0.28566255
"Solitary Sandpiper","Smooth",1994,0.1354265,0.0797538225,0.295001475
"Solitary Sandpiper","Smooth",1995,0.13834,0.08160717,0.298668175
"Solitary Sandpiper","Smooth",1996,0.1408985,0.083480435,0.304994975
"Solitary Sandpiper","Smooth",1997,0.14348,0.08462985,0.311156975
"Solitary Sandpiper","Smooth",1998,0.146137,0.0858119025,0.31483395
"Solitary Sandpiper","Smooth",1999,0.1474105,0.0865176575,0.31705255
"Solitary Sandpiper","Smooth",2000,0.1481235,0.08741875,0.31850015
"Solitary Sandpiper","Smooth",2001,0.1480505,0.08771417,0.318699975
"Solitary Sandpiper","Smooth",2002,0.146386,0.086492225,0.31921155
"Solitary Sandpiper","Smooth",2003,0.1442335,0.084480655,0.319312125
"Solitary Sandpiper","Smooth",2004,0.1415555,0.0826466125,0.308154425
"Solitary Sandpiper","Smooth",2005,0.1374055,0.080668255,0.30013865
"Solitary Sandpiper","Smooth",2006,0.1330635,0.0778405875,0.294018825
"Solitary Sandpiper","Smooth",2007,0.1280165,0.07469378,0.2797091
